customer_id,segment_true,age,gender,income,region,tenure_years,checking_balance,savings_balance,money_market_balance,cd_balance,mortgage_balance,heloc_balance,auto_loan_balance,personal_loan_balance,credit_card_balance,credit_card_limit,credit_utilization,investment_balance,total_deposits,total_lending,total_relationship_value,product_count,monthly_transactions,avg_transaction_amount,recency_days,branch_visits_monthly,call_center_monthly,digital_score,monthly_logins,mobile_pct,features_adopted,monthly_revenue,annual_revenue,churn_probability,life_stage
B000097,Wealth Builders,40,M,300259,Midwest,5.3,35330.57,105064.46,755.49,0.0,0.0,0.0,0.0,21253.75,3187.04,18211.67,0.175,0.0,141150.52,24440.79,165591.31,5,48,257.83,39,4,1,72.3,22,65.3,8,395.63,4747.56,0.01,Retired
B000098,Digital Enthusiasts,36,F,59001,Midwest,4.4,13121.79,10485.44,0.0,0.0,0.0,0.0,0.0,0.0,6071.92,20513.25,0.296,319790.46,23607.23,6071.92,349469.61,4,106,17.85,27,0,3,94.0,31,75.8,12,104.54,1254.48,0.1096,Pre-Retirement
B000099,Young Professionals,29,F,71243,Midwest,1.5,5549.25,889.92,188.37,0.0,0.0,0.0,0.0,0.0,5178.44,8703.26,0.595,0.0,6627.54,5178.44,11805.98,4,50,85.93,1,1,1,75.5,18,77.9,9,51.67,620.04,0.0975,Pre-Retirement
B000100,Established Families,33,M,112219,Southeast,4.9,7019.56,7522.26,3659.87,0.0,0.0,0.0,14742.9,0.0,2992.5,11083.35,0.27,131949.22,18201.69,17735.4,167886.31,6,40,110.19,5,1,1,59.2,15,55.1,7,113.43,1361.16,0.0345,Peak Earning
B000101,Established Families,40,M,97581,West,3.7,6139.57,14302.4,0.0,0.0,326868.56,0.0,0.0,0.0,12764.41,25682.92,0.497,0.0,20441.97,339632.97,360074.94,4,63,92.82,7,4,2,59.9,17,39.9,7,444.11,5329.32,0.049,Building
B000102,At-Risk / Disengaging,32,F,39688,Midwest,6.1,843.51,828.99,0.0,0.0,0.0,0.0,0.0,0.0,5182.8,8905.16,0.582,0.0,1672.5,5182.8,6855.3,3,6,189.35,95,4,2,13.6,0,14.4,2,29.64,355.68,0.3558,Building
B000103,Small Business Owners,36,M,225427,Southwest,5.4,41366.45,31259.3,7163.44,0.0,259868.28,0.0,15201.13,7477.37,7615.64,15637.86,0.487,0.0,79789.19,290162.42,369951.61,7,132,54.84,14,5,1,46.2,0,36.6,5,536.73,6440.76,0.0361,Retired
B000104,Young Professionals,23,M,47232,Southwest,2.1,3115.93,5062.4,0.0,0.0,0.0,0.0,0.0,0.0,3570.96,6388.13,0.559,0.0,8178.33,3570.96,11749.29,3,26,108.0,4,0,3,89.0,30,81.2,10,40.84,490.08,0.1161,Starting Out
B000105,At-Risk / Disengaging,35,F,34526,West,6.5,2852.05,1327.28,0.0,0.0,0.0,0.0,0.0,18469.15,0.0,0.0,0.0,0.0,4179.33,18469.15,22648.48,3,5,271.43,158,2,1,34.7,4,18.4,4,74.98,899.76,0.3154,Starting Out
B000106,Young Professionals,33,F,56099,Midwest,2.1,8619.14,6133.83,0.0,0.0,0.0,0.0,0.0,0.0,1067.21,3185.7,0.335,0.0,14752.97,1067.21,15820.18,3,39,47.39,8,0,0,81.5,29,71.0,10,46.37,556.44,0.0803,Building
B000107,Established Families,40,F,109045,Northeast,5.7,7331.66,17760.78,0.0,0.0,0.0,0.0,0.0,0.0,7264.44,18298.34,0.397,0.0,25092.44,7264.44,32356.88,3,62,52.67,20,0,1,61.0,20,60.0,7,107.51,1290.12,0.0396,Starting Out
B000108,Young Professionals,29,F,81843,West,1.5,4596.71,7772.93,0.0,0.0,99523.15,0.0,0.0,0.0,4726.87,9827.17,0.481,0.0,12369.64,104250.02,116619.66,4,69,45.87,27,0,0,93.1,27,97.0,9,165.57,1986.84,0.027,Starting Out
B000109,Wealth Builders,44,M,334762,Southwest,19.0,49552.19,24245.68,0.0,0.0,322871.55,0.0,0.0,0.0,1042.22,14277.01,0.073,469548.67,73797.87,323913.77,867260.31,5,53,372.31,4,3,0,75.1,21,61.3,6,496.95,5963.4,0.0694,Starting Out
B000110,Established Families,35,F,73772,Southeast,4.4,8364.07,26741.92,0.0,0.0,350649.95,0.0,36016.36,0.0,0.0,0.0,0.0,0.0,35105.99,386666.31,421772.3,4,59,69.37,26,2,1,70.2,28,57.6,10,500.27,6003.24,0.0502,Peak Earning
B000111,Established Families,47,F,97762,Midwest,7.4,11504.22,4060.27,0.0,49025.97,0.0,0.0,30492.98,0.0,11977.36,24746.61,0.484,0.0,64590.46,42470.34,107060.8,5,38,164.92,3,3,1,76.3,23,65.3,10,285.98,3431.76,0.01,Building
B000112,Mature Traditionalists,75,M,45513,Northeast,12.1,32483.59,78257.19,9148.77,42572.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162462.17,0.0,162462.17,4,10,263.1,13,4,1,19.7,0,30.9,2,320.86,3850.32,0.0489,Building
B000113,Established Families,48,F,74551,Southeast,6.4,21647.27,24752.52,2798.01,0.0,0.0,0.0,20752.05,0.0,1382.11,5255.17,0.263,0.0,49197.8,22134.16,71331.96,5,67,35.3,21,0,2,47.1,0,38.6,4,169.99,2039.88,0.0694,Building
B000114,Young Professionals,23,F,53704,Midwest,1.9,4598.28,7145.65,0.0,0.0,0.0,0.0,0.0,0.0,13132.65,25303.75,0.519,0.0,11743.93,13132.65,24876.58,3,39,39.09,12,0,2,81.1,26,66.0,11,115.3,1383.6,0.1455,Peak Earning
B000115,Wealth Builders,46,F,315632,Northeast,10.0,75738.15,109581.39,0.0,0.0,0.0,0.0,33643.31,22468.01,0.0,0.0,0.0,109107.69,185319.54,56111.32,350538.55,5,47,334.17,12,2,3,79.1,26,67.2,9,559.89,6718.68,0.0555,Peak Earning
B000116,Digital Enthusiasts,35,M,64823,Midwest,1.7,15741.7,1629.96,0.0,0.0,0.0,0.0,0.0,0.0,771.6,3369.43,0.229,0.0,17371.66,771.6,18143.26,3,63,54.18,12,1,1,85.4,20,96.0,8,44.43,533.16,0.1121,Peak Earning
B000117,Established Families,48,M,134324,Southeast,6.7,15509.41,21841.49,0.0,0.0,0.0,0.0,0.0,0.0,854.47,3030.03,0.282,332608.12,37350.9,854.47,370813.49,4,76,85.17,1,3,0,70.3,19,63.7,7,97.13,1165.56,0.0307,Pre-Retirement
B000118,Mature Traditionalists,72,M,79167,Southeast,13.0,17415.81,16354.23,0.0,0.0,0.0,0.0,0.0,0.0,1229.55,17819.57,0.069,0.0,33770.04,1229.55,34999.59,3,14,374.0,31,4,2,18.6,3,14.6,1,69.79,837.48,0.01,Retired
B000119,Established Families,39,F,98371,Northeast,9.1,17647.93,6464.8,0.0,0.0,0.0,0.0,0.0,0.0,8768.66,22716.73,0.386,17716.37,24112.73,8768.66,50597.76,4,38,168.64,13,3,1,56.4,27,40.6,6,118.55,1422.6,0.0305,Peak Earning
B000120,Digital Enthusiasts,26,F,58118,Midwest,4.0,13339.66,4532.37,0.0,0.0,0.0,0.0,0.0,0.0,5448.49,12850.21,0.424,0.0,17872.03,5448.49,23320.52,3,41,54.09,16,0,0,87.8,28,97.0,11,82.2,986.4,0.1209,Building
B000121,At-Risk / Disengaging,35,F,54079,Southeast,2.1,373.7,508.96,0.0,0.0,0.0,0.0,0.0,0.0,7628.09,13819.01,0.552,0.0,882.66,7628.09,8510.75,3,2,1592.77,185,3,1,17.4,13,4.5,4,49.23,590.76,0.3653,Building
B000122,Wealth Builders,44,M,157411,Southwest,6.9,28574.01,27613.49,0.0,0.0,0.0,0.0,0.0,0.0,1160.78,17587.53,0.066,454469.18,56187.5,1160.78,511817.46,4,43,103.81,1,0,2,65.1,15,54.2,7,144.4,1732.8,0.0495,Peak Earning
B000123,At-Risk / Disengaging,29,F,30314,Southwest,8.9,312.8,608.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920.93,0.0,920.93,2,10,123.9,139,4,1,5.7,0,13.6,0,-15.68,-188.16,0.3323,Building
B000124,Young Professionals,32,F,60889,Southwest,3.4,7546.87,6694.49,0.0,0.0,0.0,0.0,0.0,0.0,6536.05,19337.42,0.338,0.0,14241.36,6536.05,20777.41,3,61,28.29,3,1,0,86.0,32,82.9,8,77.7,932.4,0.1057,Starting Out
B000125,Wealth Builders,47,F,153425,Midwest,10.7,19032.69,29250.24,0.0,0.0,0.0,0.0,0.0,0.0,333.13,5646.21,0.059,272928.7,48282.93,333.13,321544.76,4,34,298.86,2,1,1,74.5,19,75.3,7,121.03,1452.36,0.0319,Building
B000126,Digital Enthusiasts,29,M,56800,Southeast,3.2,5656.23,2377.94,0.0,0.0,0.0,0.0,0.0,0.0,1477.55,5618.07,0.263,0.0,8034.17,1477.55,9511.72,3,102,36.95,26,0,2,95.2,21,100.0,10,30.47,365.64,0.0736,Building
B000127,Established Families,46,F,107800,Midwest,6.0,21652.24,24712.47,0.0,36142.27,233852.87,0.0,23186.41,0.0,6774.7,21237.31,0.319,83574.7,82506.98,263813.98,429895.66,7,55,97.49,9,0,0,83.0,31,63.0,7,532.15,6385.8,0.0499,Peak Earning
B000128,Established Families,44,F,136152,Midwest,8.1,14763.55,6595.92,0.0,0.0,270071.91,0.0,22368.37,0.0,1367.46,3646.55,0.375,0.0,21359.47,293807.74,315167.21,5,58,109.68,0,6,1,52.0,11,46.2,7,365.29,4383.48,0.0615,Retired
B000129,Mature Traditionalists,75,M,54783,Northeast,24.3,17133.71,47173.62,0.0,0.0,0.0,0.0,0.0,0.0,664.63,7639.4,0.087,145225.78,64307.33,664.63,210197.74,4,24,120.13,86,6,1,19.0,12,28.9,2,138.96,1667.52,0.056,Pre-Retirement
B000130,Small Business Owners,37,M,223231,Midwest,4.9,43744.66,13367.32,0.0,0.0,231952.57,0.0,0.0,0.0,0.0,0.0,0.0,392036.0,57111.98,231952.57,681100.55,4,107,70.14,8,3,0,70.6,16,60.7,9,352.92,4235.04,0.0714,Peak Earning
B000131,Established Families,46,M,137615,West,11.2,21922.48,7935.96,0.0,0.0,103099.59,0.0,13698.89,0.0,7751.71,26638.19,0.291,0.0,29858.44,124550.19,154408.63,5,77,69.37,10,1,3,79.3,20,75.6,9,248.73,2984.76,0.0423,Starting Out
B000132,Established Families,43,F,155117,Southeast,9.8,22170.13,6555.55,0.0,0.0,0.0,0.0,35556.51,0.0,7673.44,22371.55,0.343,0.0,28725.68,43229.95,71955.63,4,80,89.77,26,2,0,60.3,19,50.9,5,202.21,2426.52,0.1288,Pre-Retirement
B000133,Mature Traditionalists,63,F,46192,Southeast,32.0,40796.07,19955.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388875.12,60751.72,0.0,449626.84,3,18,119.82,10,2,2,18.8,7,17.3,0,127.73,1532.76,0.0453,Peak Earning
B000134,Young Professionals,30,M,63998,Southwest,2.6,3957.13,6651.9,0.0,0.0,0.0,0.0,31324.0,0.0,12372.49,19093.35,0.648,0.0,10609.03,43696.49,54305.52,4,37,43.26,1,0,0,95.8,26,84.6,11,191.78,2301.36,0.1276,Starting Out
B000135,Wealth Builders,44,F,285305,Northeast,10.6,17313.37,149262.94,4017.45,0.0,224970.03,0.0,0.0,0.0,3716.31,16740.14,0.222,0.0,170593.76,228686.34,399280.1,5,59,272.93,72,3,1,50.4,14,60.4,6,601.57,7218.84,0.01,Retired
B000136,Established Families,46,F,70053,Southeast,6.0,9823.3,9306.32,870.72,0.0,234436.07,0.0,0.0,0.0,2764.1,11914.21,0.232,0.0,20000.34,237200.17,257200.51,5,84,25.11,1,2,0,47.4,8,32.1,4,298.17,3578.04,0.0696,Retired
B000137,Established Families,47,F,71190,Midwest,4.5,20388.85,28239.48,0.0,0.0,0.0,0.0,14946.45,0.0,4943.94,13619.66,0.363,347167.1,48628.33,19890.39,415685.82,5,75,29.89,7,4,0,51.7,15,26.8,6,182.03,2184.36,0.0629,Peak Earning
B000138,Young Professionals,24,F,51353,Southwest,1.9,3086.83,7859.43,0.0,0.0,0.0,0.0,0.0,0.0,17478.21,28327.73,0.617,0.0,10946.26,17478.21,28424.47,3,33,77.58,2,2,1,87.5,20,67.7,9,138.73,1664.76,0.1475,Starting Out
B000139,Digital Enthusiasts,34,F,70306,Midwest,2.5,15014.08,3522.22,1556.26,0.0,0.0,0.0,29151.64,0.0,5528.04,19464.94,0.284,0.0,20092.56,34679.68,54772.24,5,49,54.26,32,0,1,86.2,23,69.7,10,158.03,1896.36,0.1336,Peak Earning
B000140,Established Families,45,F,136413,Midwest,6.0,22617.9,4339.36,0.0,0.0,355244.92,0.0,16974.64,0.0,4942.31,16204.31,0.305,0.0,26957.26,377161.87,404119.13,5,89,61.52,24,0,2,67.8,23,66.8,7,490.43,5885.16,0.0813,Pre-Retirement
B000141,Mature Traditionalists,63,M,81215,Midwest,25.9,15550.38,45650.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240174.67,61201.05,0.0,301375.72,3,13,209.8,11,1,2,36.4,20,35.0,4,130.8,1569.6,0.0639,Building
B000142,Mature Traditionalists,77,M,75665,Northeast,24.3,41203.7,27535.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435476.59,68738.71,0.0,504215.3,3,14,294.24,3,3,3,8.1,5,11.6,0,138.11,1657.32,0.0671,Building
B000143,Small Business Owners,48,F,196656,West,7.7,36379.4,14061.65,5104.98,18624.88,0.0,0.0,0.0,0.0,7249.34,13252.91,0.547,0.0,74170.91,7249.34,81420.25,5,116,86.42,11,2,1,69.1,21,63.4,7,202.13,2425.56,0.175,Building
B000144,Wealth Builders,51,M,248379,Southeast,11.6,75636.4,139943.87,0.0,0.0,0.0,0.0,21616.92,0.0,535.18,3324.08,0.161,245083.9,215580.27,22152.1,482816.27,5,39,273.1,3,3,1,53.2,16,52.6,5,517.92,6215.04,0.059,Peak Earning
B000145,Young Professionals,32,M,64705,West,0.9,4624.08,3662.84,822.45,0.0,0.0,0.0,0.0,0.0,3742.03,12903.55,0.29,0.0,9109.37,3742.03,12851.4,4,50,58.34,5,0,0,97.1,37,95.4,12,51.48,617.76,0.1407,Peak Earning
B000146,Digital Enthusiasts,26,F,96941,Midwest,2.4,4493.7,1224.39,0.0,0.0,0.0,0.0,28909.0,0.0,2587.66,6405.11,0.404,0.0,5718.09,31496.66,37214.75,4,50,73.49,5,2,2,91.1,28,90.4,11,97.08,1164.96,0.1178,Building
B000147,Young Professionals,26,M,89309,Northeast,2.1,3303.53,2026.51,0.0,0.0,0.0,0.0,6205.1,0.0,7666.91,26901.45,0.285,0.0,5330.04,13872.01,19202.05,4,76,42.87,21,3,2,95.6,34,82.2,10,68.95,827.4,0.081,Peak Earning
B000148,Established Families,37,F,127849,Southwest,5.7,24532.35,13184.45,0.0,0.0,0.0,0.0,38169.02,0.0,7446.67,23417.19,0.318,0.0,37716.8,45615.69,83332.49,4,63,64.94,0,1,0,62.8,14,64.0,7,230.26,2763.12,0.01,Peak Earning
B000149,Wealth Builders,52,F,121691,Southwest,11.2,57987.27,24992.11,0.0,0.0,265719.8,0.0,0.0,0.0,3713.64,26337.89,0.141,196095.21,82979.38,269433.44,548508.03,5,22,264.98,3,2,2,86.7,23,80.5,10,474.59,5695.08,0.0215,Pre-Retirement
B000150,Wealth Builders,55,M,149686,Southeast,9.6,65703.13,81311.43,6756.37,0.0,0.0,0.0,0.0,0.0,1786.93,7837.43,0.228,356287.32,153770.93,1786.93,511845.18,5,44,145.77,11,0,1,87.4,21,88.5,10,353.95,4247.4,0.0561,Peak Earning
B000151,At-Risk / Disengaging,63,M,33360,West,5.6,599.88,869.74,0.0,0.0,0.0,0.0,0.0,15306.46,5006.1,7172.06,0.698,0.0,1469.62,20312.56,21782.18,4,9,233.15,17,5,1,12.8,0,8.9,1,90.91,1090.92,0.3507,Peak Earning
B000152,Digital Enthusiasts,31,M,128309,West,2.7,10475.0,9445.44,2568.15,0.0,0.0,0.0,0.0,0.0,6200.51,23848.1,0.26,0.0,22488.59,6200.51,28689.1,4,86,58.56,3,0,0,90.2,34,77.7,12,96.11,1153.32,0.105,Peak Earning
B000153,Wealth Builders,57,F,152073,Midwest,13.6,71418.68,95803.75,0.0,0.0,249423.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167222.43,249423.11,416645.54,3,32,222.98,20,3,0,59.4,21,50.5,7,584.18,7010.16,0.0679,Starting Out
B000154,Established Families,40,M,97852,West,5.9,13222.27,15007.24,0.0,0.0,332074.38,0.0,0.0,17568.06,8058.45,19095.85,0.422,421602.89,28229.51,357700.89,807533.29,6,96,28.57,14,2,0,46.2,13,53.6,5,535.85,6430.2,0.0264,Peak Earning
B000155,Established Families,38,F,155919,West,6.5,9833.18,4837.01,0.0,0.0,367759.33,0.0,0.0,0.0,2495.34,11446.52,0.218,0.0,14670.19,370254.67,384924.86,4,51,179.82,19,4,1,45.4,5,31.7,6,408.76,4905.12,0.01,Peak Earning
B000156,At-Risk / Disengaging,31,F,33239,Midwest,7.8,1134.57,868.97,0.0,0.0,0.0,0.0,0.0,7355.75,6621.04,11376.35,0.582,0.0,2003.54,13976.79,15980.33,4,3,635.18,7,6,2,14.7,3,0.0,2,62.8,753.6,0.3704,Peak Earning
B000157,Digital Enthusiasts,22,M,87626,Southeast,4.0,11181.42,2867.83,0.0,0.0,0.0,0.0,10093.04,0.0,3701.0,15616.05,0.237,0.0,14049.25,13794.04,27843.29,4,70,80.48,18,0,2,98.0,31,99.3,11,81.86,982.32,0.0951,Starting Out
B000158,At-Risk / Disengaging,35,F,25739,Southwest,3.5,2230.91,1254.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3485.48,0.0,3485.48,2,11,103.28,37,3,1,24.5,4,21.3,4,-7.12,-85.44,0.331,Retired
B000159,Digital Enthusiasts,23,M,90840,Southeast,5.8,13237.68,10271.25,0.0,0.0,0.0,0.0,27942.85,15746.69,9657.73,27052.47,0.357,0.0,23508.93,53347.27,76856.2,5,107,52.25,3,0,1,86.2,30,82.9,9,254.43,3053.16,0.0366,Starting Out
B000160,Wealth Builders,44,M,294028,Midwest,13.2,27128.36,44470.19,1267.45,0.0,0.0,0.0,6715.16,0.0,1418.63,11821.95,0.12,140735.38,72866.0,8133.79,221735.17,6,47,210.06,2,3,0,51.0,19,59.9,7,191.67,2300.04,0.0297,Peak Earning
B000161,Digital Enthusiasts,33,F,117584,Northeast,4.8,14212.81,12911.94,0.0,0.0,0.0,0.0,0.0,15335.24,5824.25,22229.95,0.262,249713.55,27124.75,21159.49,297997.79,5,112,32.66,2,3,0,98.7,27,85.1,11,171.9,2062.8,0.1043,Peak Earning
B000162,At-Risk / Disengaging,36,M,41937,Southeast,3.7,2762.81,398.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3161.34,0.0,3161.34,2,3,433.27,95,2,1,33.4,4,40.6,3,-4.09,-49.08,0.3226,Starting Out
B000163,Established Families,33,F,143932,Southeast,4.5,18116.42,17506.44,0.0,0.0,178457.51,41889.67,0.0,0.0,7413.69,29773.86,0.249,0.0,35622.86,227760.87,263383.73,5,84,107.82,8,1,3,72.0,16,72.7,8,387.35,4648.2,0.01,Peak Earning
B000164,Small Business Owners,50,M,110919,West,5.3,41658.93,30236.91,0.0,0.0,218868.9,0.0,33805.13,17002.47,6548.96,19093.18,0.343,455234.39,71895.84,276225.46,803355.69,7,141,36.15,56,3,1,50.8,11,37.3,6,579.45,6953.4,0.1096,Retired
B000165,Established Families,49,M,84988,West,8.7,21416.98,10599.89,300.11,31134.59,0.0,0.0,0.0,0.0,9295.34,22131.76,0.42,183801.95,63451.57,9295.34,256548.86,6,63,79.6,13,1,2,70.5,20,57.3,8,209.46,2513.52,0.0325,Retired
B000166,Young Professionals,32,M,78121,Southeast,1.3,7060.45,1718.83,0.0,0.0,0.0,0.0,0.0,0.0,834.04,3232.71,0.258,0.0,8779.28,834.04,9613.32,3,49,88.5,13,0,2,82.8,23,74.6,11,27.49,329.88,0.0948,Starting Out
B000167,Wealth Builders,43,F,223059,Midwest,18.0,28276.67,101484.34,0.0,0.0,259777.67,0.0,0.0,0.0,3741.61,22404.88,0.167,100196.31,129761.01,263519.28,493476.6,5,41,279.17,7,1,0,67.6,21,59.1,8,575.84,6910.08,0.0437,Starting Out
B000168,Wealth Builders,56,M,238972,Northeast,15.7,78997.43,106632.95,0.0,0.0,437359.57,55362.12,30114.65,0.0,4466.86,19591.49,0.228,168802.81,185630.38,527303.2,881736.39,7,31,324.77,0,1,0,59.4,22,64.8,6,1065.15,12781.8,0.01,Peak Earning
B000169,Established Families,38,F,106032,West,9.9,13129.25,23839.57,0.0,0.0,0.0,0.0,37777.27,0.0,3723.68,8424.61,0.442,0.0,36968.82,41500.95,78469.77,4,31,222.38,40,4,1,56.6,17,39.2,8,188.65,2263.8,0.0518,Peak Earning
B000170,Wealth Builders,39,F,295984,Midwest,15.3,24709.81,104273.4,45483.77,0.0,436065.08,0.0,26939.15,0.0,6169.98,25081.2,0.246,230203.66,174466.98,469174.21,873844.85,7,36,497.86,31,1,1,78.6,24,59.9,8,925.64,11107.68,0.0158,Starting Out
B000171,Established Families,44,M,147993,Midwest,10.9,7542.21,14543.63,5092.8,0.0,267271.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27178.64,267271.75,294450.39,4,89,99.21,10,0,0,60.8,18,66.7,6,321.73,3860.76,0.0306,Peak Earning
B000172,Young Professionals,25,M,52598,Midwest,3.8,5070.88,763.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5834.57,0.0,5834.57,2,64,21.27,6,2,2,77.2,21,53.5,8,-3.36,-40.32,0.0994,Building
B000173,Young Professionals,32,F,60863,Southwest,1.2,5192.25,7294.34,651.09,0.0,0.0,0.0,38031.82,0.0,13070.64,27928.72,0.468,0.0,13137.68,51102.46,64240.14,5,53,43.07,7,1,1,89.7,31,68.9,11,211.37,2536.44,0.0892,Building
B000174,At-Risk / Disengaging,50,M,35849,Northeast,8.2,2652.61,1174.74,300.89,0.0,0.0,0.0,0.0,0.0,2301.4,4358.72,0.528,0.0,4128.24,2301.4,6429.64,4,4,336.52,17,5,0,6.0,6,14.9,0,16.72,200.64,0.3095,Peak Earning
B000175,Young Professionals,29,F,68037,Midwest,0.7,7615.95,1781.1,283.92,0.0,0.0,0.0,38954.09,20462.04,3351.53,11024.78,0.304,0.0,9680.97,62767.66,72448.63,6,33,72.46,1,1,1,89.5,32,86.6,10,226.82,2721.84,0.127,Building
B000176,Established Families,39,F,81098,Southeast,3.5,12014.2,23866.68,0.0,0.0,218140.67,65891.75,0.0,0.0,2272.42,5856.74,0.388,493037.41,35880.88,286304.84,815223.13,6,42,78.74,15,2,1,76.2,29,50.0,9,458.64,5503.68,0.072,Retired
B000177,Digital Enthusiasts,25,F,61460,Midwest,4.9,5609.66,5724.68,1145.88,0.0,0.0,0.0,0.0,0.0,3114.0,6253.01,0.498,487506.24,12480.22,3114.0,503100.46,5,91,26.73,15,0,3,97.6,31,87.8,11,61.64,739.68,0.12,Building
B000178,Mature Traditionalists,71,F,87724,Southeast,15.2,43763.86,62482.59,12166.44,0.0,0.0,0.0,0.0,0.0,598.27,5247.96,0.114,392547.19,118412.89,598.27,511558.35,5,19,186.09,6,1,2,20.5,13,17.6,1,266.82,3201.84,0.0535,Peak Earning
B000179,Digital Enthusiasts,33,F,93213,Midwest,0.7,8391.36,2140.63,1017.6,0.0,0.0,0.0,6314.82,0.0,4769.49,16735.06,0.285,0.0,11549.59,11084.31,22633.9,5,91,53.39,1,0,1,87.5,25,65.1,9,77.85,934.2,0.1208,Building
B000180,Young Professionals,29,F,69324,Midwest,3.7,11450.17,5552.07,1292.87,0.0,0.0,0.0,0.0,0.0,3353.32,7435.3,0.451,0.0,18295.11,3353.32,21648.43,4,54,33.58,14,2,1,88.6,29,77.9,10,58.79,705.48,0.0636,Building
B000181,Wealth Builders,53,F,183914,Midwest,15.4,36419.48,77278.4,0.0,0.0,0.0,0.0,35567.64,0.0,1343.0,11884.99,0.113,470641.64,113697.88,36910.64,621250.16,5,36,209.79,10,2,1,51.8,20,42.7,4,349.14,4189.68,0.0468,Retired
B000182,At-Risk / Disengaging,55,F,46643,West,3.4,2668.58,772.79,0.0,0.0,0.0,0.0,9414.82,0.0,2943.6,3568.0,0.825,0.0,3441.37,12358.42,15799.79,4,9,311.19,12,4,2,22.9,9,21.0,2,40.85,490.2,0.3417,Peak Earning
B000183,Mature Traditionalists,76,F,43044,Midwest,16.7,10610.35,113073.46,0.0,0.0,0.0,0.0,0.0,0.0,2433.02,27965.78,0.087,266447.97,123683.81,2433.02,392564.8,4,33,53.46,13,3,3,9.4,0,33.9,1,281.39,3376.68,0.0323,Building
B000184,Established Families,32,F,88105,Northeast,5.0,14489.06,3269.17,1320.13,0.0,0.0,0.0,0.0,0.0,10958.16,24136.91,0.454,0.0,19078.36,10958.16,30036.52,4,44,116.18,27,1,1,65.3,22,54.3,7,115.66,1387.92,0.0917,Peak Earning
B000185,Established Families,44,M,124627,Northeast,11.0,21099.34,29117.86,0.0,0.0,286880.56,0.0,20472.32,0.0,3818.97,18812.67,0.203,0.0,50217.2,311171.85,361389.05,5,42,145.51,17,0,1,73.5,19,64.6,8,475.06,5700.72,0.0121,Peak Earning
B000186,Small Business Owners,32,F,111429,Southeast,11.2,38446.07,35859.81,0.0,0.0,327587.04,0.0,0.0,6394.43,6423.15,15256.89,0.421,427927.76,74305.88,340404.62,842638.26,6,108,48.73,24,1,0,70.0,18,59.5,8,573.0,6876.0,0.1369,Peak Earning
B000187,Mature Traditionalists,60,M,80067,Northeast,10.9,21737.02,67678.41,0.0,23286.49,0.0,0.0,0.0,0.0,2729.26,24811.45,0.11,0.0,112701.92,2729.26,115431.18,4,25,125.17,1,7,1,29.5,3,24.0,3,235.93,2831.16,0.0751,Peak Earning
B000188,Established Families,39,F,131714,West,11.1,6775.47,26354.86,0.0,0.0,234648.35,0.0,9724.25,0.0,4538.74,14930.05,0.304,0.0,33130.33,248911.34,282041.67,5,39,133.07,0,1,0,80.7,20,84.3,9,364.14,4369.68,0.064,Starting Out
B000189,Digital Enthusiasts,26,M,107059,Northeast,5.3,8589.86,5923.94,0.0,0.0,0.0,0.0,0.0,0.0,8340.34,18170.68,0.459,0.0,14513.8,8340.34,22854.14,3,70,57.53,39,1,2,90.3,24,90.4,12,85.66,1027.92,0.0789,Peak Earning
B000190,Established Families,44,F,107359,Northeast,10.4,13755.63,9229.83,0.0,0.0,386205.05,0.0,0.0,9759.26,12801.06,28961.68,0.442,0.0,22985.46,408765.37,431750.83,5,96,28.14,9,0,2,53.9,15,53.9,6,564.7,6776.4,0.0663,Retired
B000191,Digital Enthusiasts,27,M,88718,West,1.0,11584.73,14988.9,0.0,0.0,0.0,0.0,14981.53,0.0,0.0,0.0,0.0,0.0,26573.63,14981.53,41555.16,3,74,44.32,68,1,1,88.5,24,87.4,9,83.44,1001.28,0.1342,Starting Out
B000192,Established Families,45,F,142458,West,10.9,16010.91,25298.98,0.0,0.0,252933.31,0.0,0.0,0.0,3737.62,17224.06,0.217,113597.75,41309.89,256670.93,411578.57,5,53,102.64,4,4,0,63.6,25,54.2,7,373.11,4477.32,0.058,Retired
B000193,At-Risk / Disengaging,33,M,31406,Southwest,8.3,1334.0,1397.32,357.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3088.7,0.0,3088.7,3,4,501.02,1,4,1,34.0,3,8.8,3,-11.53,-138.36,0.3545,Building
B000194,Digital Enthusiasts,23,F,60828,Midwest,5.5,7550.46,6499.75,1878.66,0.0,0.0,0.0,26700.05,0.0,3934.59,14736.31,0.267,385538.27,15928.87,30634.64,432101.78,6,115,33.76,2,0,0,89.0,23,86.5,10,150.41,1804.92,0.0486,Peak Earning
